event_id,continent,country,region,latitude,longitude,event_type,depth_km,magnitude,plate_involved_1,plate_involved_2,movement_type,velocity_mm_per_year,impact_summary,source_url,date_observed
EVT20211215_0129,Europe,USA,Region_64,-86.3899,170.2217,Rift,532.52,8.2,Indian Plate,Arabian Plate,Transform,33.75,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2021-12-15
EVT20050506_0130,North America,Ethiopia,Region_56,-62.1187,-47.0081,Rift,216.3,7.6,African Plate,Eurasian Plate,Transform,65.19,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2005-05-06
EVT20101025_0131,South America,India,Region_29,-60.8316,35.2447,Transform Fault,113.85,9.1,Indian Plate,African Plate,Divergent,44.11,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-10-25
EVT20001102_0132,North America,China,Region_98,60.3359,162.3999,Delamination,201.21,4.1,North American Plate,Pacific Plate,Convergent,57.39,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2000-11-02
EVT20050415_0133,Asia,China,Region_29,-21.7268,154.9546,Convergent Zone,314.12,4.8,Indian Plate,Indian Plate,Transform,62.71,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2005-04-15
EVT20080709_0134,Europe,Indonesia,Region_35,-4.5309,-1.8743,Transform Fault,439.92,4.9,Arabian Plate,Arabian Plate,Convergent,54.62,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2008-07-09
EVT20130125_0135,Europe,Turkey,Region_60,86.6977,-11.108,Convergent Zone,404.73,7.2,North American Plate,Indian Plate,Convergent,22.4,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2013-01-25
EVT20140323_0136,Antarctica,Indonesia,Region_29,-50.8955,-11.641,Subduction Zone,120.55,8.2,Pacific Plate,Indian Plate,Divergent,90.8,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2014-03-23
EVT20021030_0137,South America,China,Region_51,83.9676,-120.212,Rift,197.56,6.0,Pacific Plate,Indian Plate,Convergent,78.41,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2002-10-30
EVT20101123_0138,North America,USA,Region_18,-3.2978,-94.3444,Convergent Zone,82.37,6.7,North American Plate,Eurasian Plate,Transform,54.55,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-11-23
EVT20100719_0139,South America,Indonesia,Region_71,-29.1246,-145.6517,Delamination,578.55,6.6,Arabian Plate,Pacific Plate,Divergent,57.29,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-07-19
EVT20190406_0140,Australia,India,Region_33,-85.0046,54.5007,Rift,568.44,4.9,African Plate,Eurasian Plate,Transform,68.99,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2019-04-06
EVT20141218_0141,Antarctica,Ethiopia,Region_40,16.069,-8.8885,Delamination,500.69,7.5,Eurasian Plate,Arabian Plate,Convergent,79.25,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2014-12-18
EVT20031102_0142,Antarctica,China,Region_78,22.4781,-68.1086,Transform Fault,103.34,6.2,Eurasian Plate,Indian Plate,Divergent,93.15,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2003-11-02
EVT20151209_0143,Asia,Ethiopia,Region_4,-43.0017,159.7899,Delamination,648.52,6.9,North American Plate,North American Plate,Divergent,25.22,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2015-12-09
EVT20221221_0144,South America,Turkey,Region_75,32.4382,173.9924,Rift,158.15,6.8,Eurasian Plate,Indian Plate,Divergent,50.3,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2022-12-21
EVT20111029_0145,South America,Japan,Region_71,5.0557,-137.903,Transform Fault,639.67,6.0,North American Plate,Eurasian Plate,Transform,32.1,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2011-10-29
EVT20170604_0146,Australia,USA,Region_78,-75.4206,157.5312,Subduction Zone,638.24,7.7,North American Plate,North American Plate,Divergent,89.98,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2017-06-04
EVT20040606_0147,Asia,Ethiopia,Region_67,36.1697,81.9987,Delamination,63.67,6.5,Pacific Plate,North American Plate,Convergent,36.63,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2004-06-06
EVT20120702_0148,Africa,China,Region_67,-12.007,-81.0823,Delamination,385.33,4.8,Arabian Plate,Pacific Plate,Transform,93.06,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2012-07-02
EVT20230926_0149,Africa,USA,Region_25,26.3908,-13.8437,Delamination,45.69,5.4,North American Plate,Arabian Plate,Divergent,45.36,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2023-09-26
EVT20131125_0150,Australia,Japan,Region_22,-27.8092,88.0645,Transform Fault,249.01,5.4,North American Plate,Arabian Plate,Transform,88.54,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2013-11-25
EVT20070526_0151,South America,Indonesia,Region_100,61.5294,84.1706,Subduction Zone,51.91,9.5,Indian Plate,African Plate,Transform,21.44,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2007-05-26
EVT20080312_0152,Antarctica,Turkey,Region_23,22.8304,54.2503,Subduction Zone,485.34,9.5,Pacific Plate,Eurasian Plate,Convergent,53.5,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2008-03-12
EVT20160602_0153,Asia,USA,Region_38,-5.305,60.1759,Rift,166.0,5.4,North American Plate,Indian Plate,Transform,50.14,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2016-06-02
EVT20070323_0154,Europe,Indonesia,Region_90,-40.138,-34.1038,Delamination,634.08,7.4,Pacific Plate,Indian Plate,Divergent,34.49,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2007-03-23
EVT20191007_0155,Asia,Indonesia,Region_52,46.9258,-161.9181,Transform Fault,384.91,7.6,North American Plate,Arabian Plate,Convergent,44.34,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2019-10-07
EVT20121215_0156,South America,India,Region_50,-2.406,-0.0944,Delamination,198.86,7.8,African Plate,North American Plate,Transform,91.37,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2012-12-15
EVT20100618_0157,Europe,China,Region_78,-7.0723,-20.3389,Convergent Zone,492.73,4.7,Pacific Plate,Indian Plate,Transform,98.57,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-06-18
EVT20221011_0158,Europe,Chile,Region_5,60.9171,128.5476,Subduction Zone,666.57,7.3,North American Plate,Arabian Plate,Divergent,15.08,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2022-10-11
EVT20010623_0159,Australia,Ethiopia,Region_68,-36.2114,54.4874,Transform Fault,100.62,5.2,Eurasian Plate,Pacific Plate,Divergent,74.29,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2001-06-23
EVT20150422_0160,North America,Turkey,Region_96,25.5899,-48.8659,Convergent Zone,335.65,7.1,Pacific Plate,North American Plate,Transform,86.42,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2015-04-22
EVT20201220_0161,Antarctica,Chile,Region_88,20.7086,-19.9236,Convergent Zone,153.3,4.6,Eurasian Plate,Eurasian Plate,Transform,35.25,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2020-12-20
EVT20160708_0162,Asia,Japan,Region_49,-68.0357,11.9652,Transform Fault,113.35,9.0,Eurasian Plate,Pacific Plate,Convergent,48.74,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2016-07-08
EVT20130522_0163,Europe,Ethiopia,Region_24,39.4336,77.7825,Subduction Zone,426.87,6.3,Indian Plate,African Plate,Divergent,86.07,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2013-05-22
EVT20020501_0164,Asia,Japan,Region_21,11.7426,121.6403,Transform Fault,199.14,6.7,Arabian Plate,North American Plate,Convergent,89.19,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2002-05-01
EVT20200820_0165,Europe,USA,Region_10,56.0787,-134.4047,Rift,325.96,7.0,Eurasian Plate,North American Plate,Transform,36.26,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2020-08-20
EVT20140403_0166,Africa,USA,Region_76,46.3315,56.6125,Transform Fault,581.68,6.5,North American Plate,Eurasian Plate,Convergent,85.25,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2014-04-03
EVT20080902_0167,Antarctica,USA,Region_40,33.7989,77.5218,Convergent Zone,123.82,7.8,Pacific Plate,Eurasian Plate,Transform,48.7,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2008-09-02
EVT20060808_0168,Antarctica,China,Region_75,-5.7555,10.3659,Convergent Zone,240.12,6.5,North American Plate,Arabian Plate,Convergent,18.37,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2006-08-08
EVT20150525_0169,Europe,Japan,Region_49,-45.3729,-159.1743,Convergent Zone,154.94,5.7,Indian Plate,Arabian Plate,Convergent,62.91,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2015-05-25
EVT20010704_0170,Africa,Chile,Region_6,-5.938,50.4844,Transform Fault,627.17,6.1,African Plate,Pacific Plate,Divergent,68.53,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2001-07-04
EVT20151221_0171,South America,USA,Region_98,43.2306,150.5047,Rift,564.31,6.2,North American Plate,African Plate,Divergent,80.84,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2015-12-21
EVT20100803_0172,Africa,Chile,Region_5,-55.9272,-171.0015,Rift,160.44,5.9,Pacific Plate,African Plate,Convergent,27.8,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-08-03
EVT20050414_0173,Asia,Chile,Region_14,63.1163,34.5036,Delamination,476.16,7.3,Indian Plate,Eurasian Plate,Convergent,47.33,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2005-04-14
EVT20020924_0174,South America,Japan,Region_34,-88.0861,5.8625,Convergent Zone,175.98,5.9,Eurasian Plate,Eurasian Plate,Transform,53.05,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2002-09-24
EVT20000407_0175,Africa,Indonesia,Region_61,67.4288,4.5072,Delamination,390.98,6.3,African Plate,Eurasian Plate,Transform,79.7,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2000-04-07
EVT20180509_0176,Australia,Ethiopia,Region_26,-7.4023,-48.3644,Transform Fault,257.14,8.2,North American Plate,Indian Plate,Divergent,83.52,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2018-05-09
EVT20140821_0177,Australia,India,Region_97,-27.2871,156.6861,Rift,603.57,8.6,Arabian Plate,Eurasian Plate,Convergent,27.01,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2014-08-21
EVT20101024_0178,North America,Ethiopia,Region_60,-23.446,-151.555,Transform Fault,14.34,7.0,African Plate,North American Plate,Divergent,64.77,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-10-24
EVT20191205_0179,Antarctica,Japan,Region_41,54.3275,-19.1244,Delamination,558.55,8.5,Pacific Plate,North American Plate,Transform,74.71,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2019-12-05
EVT20140729_0180,Antarctica,India,Region_34,-52.1827,-66.2414,Convergent Zone,578.89,6.3,Arabian Plate,Arabian Plate,Divergent,13.67,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2014-07-29
EVT20040403_0181,Asia,USA,Region_63,25.6893,-179.7924,Transform Fault,97.19,4.3,Eurasian Plate,Arabian Plate,Divergent,18.91,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2004-04-03
EVT20190521_0182,Antarctica,Japan,Region_76,48.3023,177.1166,Convergent Zone,612.53,4.2,North American Plate,Arabian Plate,Transform,84.43,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2019-05-21
EVT20020322_0183,South America,Indonesia,Region_3,-60.1043,-7.719,Convergent Zone,156.18,8.0,Pacific Plate,African Plate,Transform,92.42,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2002-03-22
EVT20200415_0184,Antarctica,Ethiopia,Region_28,-82.2206,64.8196,Transform Fault,451.02,6.7,Pacific Plate,Indian Plate,Divergent,94.34,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2020-04-15
EVT20120720_0185,Africa,USA,Region_66,-26.8647,-155.5161,Subduction Zone,560.76,5.5,Arabian Plate,Eurasian Plate,Divergent,10.08,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2012-07-20
EVT20180729_0186,Antarctica,Chile,Region_28,34.7668,146.2675,Subduction Zone,110.21,7.9,African Plate,Arabian Plate,Convergent,12.37,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2018-07-29
EVT20221115_0187,North America,Chile,Region_80,39.1129,102.7428,Convergent Zone,368.45,4.2,North American Plate,Pacific Plate,Divergent,45.17,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2022-11-15
EVT20200819_0188,Australia,Japan,Region_6,-10.7774,38.8344,Subduction Zone,292.3,9.5,North American Plate,Indian Plate,Divergent,34.66,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2020-08-19
EVT20121007_0189,Australia,China,Region_87,80.2844,44.6202,Transform Fault,272.17,5.4,Arabian Plate,African Plate,Convergent,14.39,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2012-10-07
